;season;name;log_marketvalue;log_prev_marketvalue;height_cm;age;position;foot;appearances;assists;goals;in_squad;minutes_played;owngoals;penalty;pointspermatch;red;secondyellow;sub_off;sub_on;yellow;marketvalue;prev_marketvalue
4280;19/20;Jean-Victor Makengo;14.991083887768513;15.096444403426338;177.0;21;Midfielder;left;22.0;1.0;2.0;29.0;1257.0;0.0;0.0;0.7266666666666667;0.0;0.0;7.0;7.0;1.0;3240000.0;3600000.0
4281;18/19;Jean-Victor Makengo;15.096444403426338;15.096444403426338;177.0;20;Midfielder;left;27.0;0.0;1.0;34.0;1053.0;0.0;0.0;1.4266666666666667;0.0;0.0;9.0;16.0;3.0;3600000.0;3600000.0
4282;17/18;Jean-Victor Makengo;14.626440774180603;14.626440774180603;177.0;19;Midfielder;left;8.0;0.0;0.0;26.0;427.0;0.0;0.0;1.2666666666666666;0.0;0.0;2.0;4.0;2.0;2250000.0;2250000.0
4283;16/17;Jean-Victor Makengo;13.604789526648622;13.487006490992238;177.0;18;Midfielder;left;20.0;0.0;2.0;29.0;1126.0;0.0;0.0;0.7366666666666667;0.0;0.0;6.0;8.0;4.0;810000.0;720000.0
4284;19/20;Jeando Fuchs;13.892471599100402;14.115615150414612;174.0;22;Midfielder;right;7.0;0.0;0.0;14.0;267.0;0.0;0.0;2.585;0.0;0.0;0.0;5.0;1.0;1080000.0;1350000.0
4285;18/19;Jeando Fuchs;14.403297222866392;14.115615150414612;174.0;21;Midfielder;right;23.0;2.0;2.0;23.0;1876.0;0.0;0.0;0.57;0.0;0.0;1.0;2.0;0.0;1800000.0;1350000.0
4286;17/18;Jeando Fuchs;13.710150042306449;13.199324418540456;174.0;20;Midfielder;right;33.0;3.0;1.0;38.0;2449.0;0.0;0.0;1.4733333333333334;1.0;0.0;3.0;6.0;3.0;900000.0;540000.0
4287;16/17;Jeando Fuchs;13.199324418540456;13.199324418540456;174.0;19;Midfielder;right;31.0;1.0;2.0;36.0;2435.0;0.0;0.0;2.2199999999999998;0.0;0.0;2.0;5.0;2.0;540000.0;540000.0
4292;19/20;Jeff Hendrick;15.907374619642667;16.108045315104818;185.0;28;Midfielder;right;27.0;2.0;3.0;31.0;2140.0;0.0;0.0;1.0;0.0;0.0;6.0;3.0;8.0;8100000.0;9900000.0
4293;18/19;Jeff Hendrick;16.012735135300492;16.012735135300492;185.0;27;Midfielder;right;41.0;2.0;3.0;47.0;2735.0;0.0;0.0;0.9924999999999999;0.0;0.0;14.0;9.0;4.0;9000000.0;9000000.0
4294;17/18;Jeff Hendrick;16.012735135300492;15.789591583986283;185.0;26;Midfielder;right;36.0;2.0;2.0;37.0;2519.0;0.0;0.0;0.48;0.0;0.0;17.0;5.0;1.0;9000000.0;7200000.0
4295;16/17;Jeff Hendrick;15.501909511534503;15.501909511534503;185.0;25;Midfielder;right;38.0;1.0;2.0;38.0;2933.0;0.0;0.0;1.7075;1.0;0.0;5.0;4.0;7.0;5400000.0;5400000.0
4300;19/20;Jefferson Lerma;16.70588231586044;16.929025867174648;179.0;25;Midfielder;right;24.0;2.0;1.0;26.0;1945.0;0.0;0.0;1.08;0.0;1.0;3.0;2.0;9.0;18000000.0;22500000.0
4301;18/19;Jefferson Lerma;16.929025867174648;16.929025867174648;179.0;24;Midfielder;right;32.0;1.0;2.0;34.0;2690.0;1.0;0.0;2.085;0.0;0.0;6.0;1.0;12.0;22500000.0;22500000.0
4302;17/18;Jefferson Lerma;14.403297222866392;14.115615150414612;179.0;23;Midfielder;right;28.0;1.0;0.0;29.0;2241.0;0.0;0.0;2.175;0.0;0.0;5.0;2.0;17.0;1800000.0;1350000.0
4303;16/17;Jefferson Lerma;14.115615150414612;13.892471599100402;179.0;22;Midfielder;right;31.0;1.0;2.0;33.0;1794.0;0.0;0.0;1.1;0.0;1.0;5.0;12.0;9.0;1350000.0;1080000.0
4304;19/20;Jeffrey Bruma;14.873300852112129;15.096444403426338;189.0;28;Defender;right;20.0;0.0;0.0;27.0;1730.0;1.0;0.0;1.105;0.0;0.0;0.0;1.0;4.0;2880000.0;3600000.0
4305;18/19;Jeffrey Bruma;14.626440774180603;14.808762330974558;189.0;27;Defender;right;12.0;0.0;0.0;18.0;893.0;1.0;0.0;1.26;0.0;0.0;1.0;2.0;6.0;2250000.0;2700000.0
4306;17/18;Jeffrey Bruma;15.501909511534503;15.65606019136176;189.0;26;Defender;right;13.0;0.0;0.0;19.0;1200.0;0.0;0.0;1.025;0.0;0.0;0.0;0.0;2.0;5400000.0;6300000.0
4307;16/17;Jeffrey Bruma;16.012735135300492;16.012735135300492;189.0;25;Defender;right;22.0;0.0;1.0;24.0;1898.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;7.0;9000000.0;9000000.0
4308;19/20;Jeffrey Gouweleeuw;15.961441840912943;16.195056692094447;187.0;28;Defender;right;16.0;1.0;0.0;18.0;1267.0;0.0;0.0;1.31;0.0;0.0;0.0;2.0;4.0;8550000.0;10800000.0
4309;18/19;Jeffrey Gouweleeuw;16.195056692094447;16.195056692094447;187.0;27;Defender;right;28.0;3.0;0.0;28.0;2422.0;0.0;0.0;1.48;0.0;0.0;2.0;1.0;4.0;10800000.0;10800000.0
4310;17/18;Jeffrey Gouweleeuw;15.789591583986283;15.501909511534503;187.0;26;Defender;right;28.0;1.0;0.0;28.0;2475.0;0.0;0.0;0.63;0.0;0.0;1.0;0.0;4.0;7200000.0;5400000.0
4311;16/17;Jeffrey Gouweleeuw;14.962913010801817;14.962913010801817;187.0;25;Defender;right;19.0;1.0;2.0;19.0;1640.0;0.0;0.0;2.165;0.0;0.0;2.0;0.0;4.0;3150000.0;3150000.0
4312;19/20;Jeffrey Schlupp;15.961441840912943;16.195056692094447;178.0;27;Midfielder;left;15.0;2.0;2.0;16.0;884.0;0.0;0.0;1.33;0.0;0.0;4.0;6.0;2.0;8550000.0;10800000.0
4313;18/19;Jeffrey Schlupp;16.012735135300492;15.907374619642667;178.0;26;Midfielder;left;37.0;3.0;5.0;41.0;2267.0;0.0;0.0;1.7833333333333332;0.0;0.0;8.0;12.0;1.0;9000000.0;8100000.0
4314;17/18;Jeffrey Schlupp;15.907374619642667;15.907374619642667;178.0;25;Midfielder;left;27.0;2.0;0.0;30.0;1896.0;0.0;0.0;1.4166666666666667;0.0;0.0;8.0;3.0;3.0;8100000.0;8100000.0
4315;16/17;Jeffrey Schlupp;15.789591583986283;15.789591583986283;178.0;24;Midfielder;left;27.0;1.0;1.0;35.0;1661.0;0.0;0.0;0.65;0.0;0.0;7.0;9.0;0.0;7200000.0;7200000.0
4316;19/20;Jeison Murillo;15.58195221920804;15.789591583986283;182.0;27;Defender;right;20.0;0.0;0.0;29.0;1564.0;0.0;0.0;1.2933333333333332;0.0;1.0;0.0;3.0;3.0;5850000.0;7200000.0
4317;18/19;Jeison Murillo;16.012735135300492;16.41820024340866;182.0;26;Defender;right;7.0;0.0;0.0;26.0;562.0;0.0;0.0;1.2;0.0;0.0;0.0;1.0;4.0;9000000.0;13500000.0
4318;17/18;Jeison Murillo;16.41820024340866;16.41820024340866;182.0;25;Defender;right;17.0;0.0;0.0;24.0;1374.0;0.0;0.0;2.35;0.0;0.0;2.0;2.0;4.0;13500000.0;13500000.0
4319;16/17;Jeison Murillo;16.275099399767985;16.349207371921707;182.0;24;Defender;right;34.0;1.0;1.0;42.0;2735.0;0.0;0.0;1.4666666666666668;0.0;0.0;4.0;4.0;7.0;11700000.0;12600000.0
4320;19/20;Jemerson;15.278765960220293;15.501909511534503;184.0;27;Defender;right;15.0;0.0;0.0;18.0;1240.0;0.0;0.0;1.5899999999999999;1.0;0.0;3.0;0.0;3.0;4320000.0;5400000.0
4321;18/19;Jemerson;16.012735135300492;16.012735135300492;184.0;26;Defender;right;35.0;1.0;0.0;43.0;3166.0;0.0;0.0;0.8320000000000001;0.0;1.0;2.0;0.0;9.0;9000000.0;9000000.0
4322;17/18;Jemerson;16.600521800202614;16.600521800202614;184.0;25;Defender;right;44.0;0.0;2.0;44.0;3846.0;1.0;0.0;1.484;1.0;0.0;1.0;0.0;9.0;16200000.0;16200000.0
4323;16/17;Jemerson;16.349207371921707;16.108045315104818;184.0;24;Defender;right;54.0;1.0;2.0;55.0;4917.0;0.0;0.0;2.314;0.0;1.0;1.0;0.0;11.0;12600000.0;9900000.0
4324;19/20;Jens Stryger Larsen;14.739769459487606;14.962913010801817;180.0;29;Defender;both;25.0;2.0;1.0;25.0;2081.0;0.0;0.0;1.5;0.0;0.0;4.0;2.0;3.0;2520000.0;3150000.0
4325;18/19;Jens Stryger Larsen;15.096444403426338;15.096444403426338;180.0;28;Defender;both;37.0;4.0;1.0;37.0;3332.0;0.0;0.0;0.54;0.0;0.0;3.0;0.0;6.0;3600000.0;3600000.0
4326;17/18;Jens Stryger Larsen;14.403297222866392;14.115615150414612;180.0;27;Defender;both;40.0;1.0;1.0;43.0;3430.0;0.0;0.0;1.9620000000000002;0.0;0.0;2.0;2.0;9.0;1800000.0;1350000.0
4327;16/17;Jens Stryger Larsen;13.710150042306449;13.604789526648622;180.0;26;Defender;both;43.0;3.0;0.0;43.0;3856.0;1.0;0.0;1.9625;0.0;0.0;4.0;1.0;6.0;900000.0;810000.0
4328;19/20;Jerdy Schouten;14.873300852112129;15.096444403426338;185.0;23;Midfielder;right;14.0;1.0;0.0;26.0;757.0;0.0;0.0;0.655;1.0;0.0;3.0;5.0;6.0;2880000.0;3600000.0
4329;18/19;Jerdy Schouten;14.403297222866392;14.403297222866392;185.0;22;Midfielder;right;35.0;2.0;1.0;35.0;3115.0;1.0;0.0;1.1400000000000001;0.0;0.0;3.0;0.0;3.0;1800000.0;1800000.0
4330;17/18;Jerdy Schouten;12.506177237980511;11.813030057420567;185.0;21;Midfielder;right;40.0;2.0;4.0;40.0;3341.0;1.0;0.0;1.05;0.0;0.0;15.0;0.0;3.0;270000.0;135000.0
4331;16/17;Jerdy Schouten;11.119882876860622;10.714417768752456;185.0;20;Midfielder;right;7.0;0.0;2.0;23.0;311.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;4.0;0.0;67500.0;45000.0
4332;19/20;Jeremiah St. Juste;15.65606019136176;15.907374619642667;186.0;23;Defender;right;20.0;2.0;2.0;21.0;1614.0;0.0;0.0;0.6866666666666666;0.0;0.0;3.0;2.0;6.0;6300000.0;8100000.0
4333;18/19;Jeremiah St. Juste;15.725053062848712;15.319587954740548;186.0;22;Defender;right;26.0;3.0;3.0;28.0;1987.0;0.0;0.0;2.1533333333333333;1.0;0.0;5.0;2.0;3.0;6750000.0;4500000.0
4334;17/18;Jeremiah St. Juste;15.414898134544874;15.414898134544874;186.0;21;Defender;right;25.0;0.0;3.0;34.0;1999.0;0.0;0.0;1.375;0.0;0.0;3.0;2.0;4.0;4950000.0;4950000.0
4335;16/17;Jeremiah St. Juste;14.962913010801817;15.096444403426338;186.0;20;Defender;right;31.0;1.0;2.0;31.0;2631.0;1.0;0.0;1.0366666666666668;1.0;1.0;6.0;0.0;5.0;3150000.0;3600000.0
4348;19/20;Jesse Lingard;16.572350923235916;16.801192495664765;174.0;27;Forward;right;35.0;2.0;2.0;37.0;1714.0;0.0;0.0;2.2;0.0;0.0;13.0;17.0;5.0;15750000.0;19800000.0
4349;18/19;Jesse Lingard;17.399029496420383;17.399029496420383;174.0;26;Forward;right;36.0;4.0;5.0;38.0;2201.0;0.0;1.0;1.07;0.0;0.0;20.0;10.0;6.0;36000000.0;36000000.0
4350;17/18;Jesse Lingard;17.26549810379586;16.929025867174648;174.0;25;Forward;right;48.0;7.0;13.0;55.0;2652.0;0.0;0.0;1.9;0.0;0.0;24.0;18.0;5.0;31500000.0;22500000.0
4351;16/17;Jesse Lingard;16.195056692094447;15.907374619642667;174.0;24;Forward;right;42.0;3.0;5.0;54.0;2208.0;0.0;0.0;2.23;0.0;0.0;24.0;14.0;6.0;10800000.0;8100000.0
4356;19/20;Jesús Navas;14.873300852112129;15.096444403426338;172.0;34;Defender;right;32.0;5.0;0.0;32.0;2848.0;0.0;0.0;1.58;0.0;0.0;3.0;0.0;5.0;2880000.0;3600000.0
4357;18/19;Jesús Navas;15.096444403426338;15.096444403426338;172.0;33;Defender;right;44.0;8.0;2.0;51.0;3583.0;0.0;0.0;1.9;0.0;0.0;7.0;3.0;8.0;3600000.0;3600000.0
4358;17/18;Jesús Navas;15.319587954740548;15.501909511534503;172.0;32;Defender;right;44.0;2.0;2.0;48.0;2845.0;1.0;0.0;1.7525;0.0;0.0;7.0;13.0;3.0;4500000.0;5400000.0
4359;16/17;Jesús Navas;16.195056692094447;16.41820024340866;172.0;31;Defender;right;36.0;5.0;0.0;50.0;1797.0;0.0;0.0;2.066;0.0;0.0;6.0;17.0;2.0;10800000.0;13500000.0
4360;19/20;Jesús Vallejo;15.501909511534503;15.725053062848712;184.0;23;Defender;right;13.0;0.0;0.0;31.0;1051.0;0.0;0.0;1.534;0.0;0.0;0.0;3.0;3.0;5400000.0;6750000.0
4361;18/19;Jesús Vallejo;16.012735135300492;16.012735135300492;184.0;22;Defender;right;7.0;0.0;1.0;22.0;491.0;0.0;0.0;1.5999999999999999;1.0;0.0;0.0;1.0;1.0;9000000.0;9000000.0
4362;17/18;Jesús Vallejo;16.195056692094447;16.195056692094447;184.0;21;Defender;right;12.0;0.0;0.0;25.0;1004.0;0.0;0.0;1.6900000000000002;1.0;0.0;1.0;0.0;1.0;10800000.0;10800000.0
4363;16/17;Jesús Vallejo;15.789591583986283;15.789591583986283;184.0;20;Defender;right;27.0;1.0;1.0;28.0;2295.0;1.0;0.0;1.49;0.0;0.0;1.0;3.0;4.0;7200000.0;7200000.0
4364;19/20;Jetro Willems;15.414898134544874;15.65606019136176;169.0;26;Defender;left;20.0;3.0;2.0;23.0;1579.0;0.0;0.0;0.605;0.0;0.0;7.0;1.0;0.0;4950000.0;6300000.0
4365;18/19;Jetro Willems;15.319587954740548;15.58195221920804;169.0;25;Defender;left;36.0;2.0;0.0;44.0;1370.0;0.0;0.0;1.08;1.0;1.0;6.0;22.0;3.0;4500000.0;5850000.0
4366;17/18;Jetro Willems;15.65606019136176;15.58195221920804;169.0;24;Defender;left;29.0;5.0;0.0;34.0;2092.0;0.0;0.0;2.15;0.0;0.0;10.0;5.0;6.0;6300000.0;5850000.0
4367;16/17;Jetro Willems;15.725053062848712;15.789591583986283;169.0;23;Defender;left;32.0;3.0;2.0;36.0;2543.0;0.0;0.0;1.35;0.0;0.0;11.0;1.0;3.0;6750000.0;7200000.0
4372;19/20;Jhon Córdoba;15.961441840912943;16.195056692094447;188.0;27;Forward;right;23.0;2.0;11.0;24.0;1545.0;0.0;0.0;1.37;0.0;0.0;9.0;6.0;7.0;8550000.0;10800000.0
4373;18/19;Jhon Córdoba;15.58195221920804;15.096444403426338;188.0;26;Forward;right;33.0;3.0;21.0;35.0;2012.0;0.0;0.0;1.655;1.0;0.0;13.0;10.0;4.0;5850000.0;3600000.0
4374;17/18;Jhon Córdoba;15.096444403426338;15.65606019136176;188.0;25;Forward;right;22.0;2.0;2.0;23.0;1252.0;0.0;1.0;1.39;0.0;0.0;6.0;9.0;1.0;3600000.0;6300000.0
4375;16/17;Jhon Córdoba;15.65606019136176;15.65606019136176;188.0;24;Forward;right;37.0;5.0;8.0;37.0;2824.0;0.0;0.0;1.39;1.0;0.0;13.0;5.0;8.0;6300000.0;6300000.0
4376;19/20;Jhonder Cádiz;14.585618779660347;14.808762330974558;190.0;24;Forward;right;22.0;3.0;3.0;24.0;1238.0;0.0;1.0;1.18;0.0;0.0;4.0;10.0;4.0;2160000.0;2700000.0
4377;18/19;Jhonder Cádiz;14.403297222866392;13.487006490992238;190.0;23;Forward;right;35.0;2.0;10.0;35.0;2477.0;0.0;2.0;0.98;0.0;1.0;5.0;10.0;3.0;1800000.0;720000.0
4378;17/18;Jhonder Cádiz;13.199324418540456;13.017002861746503;190.0;22;Forward;right;33.0;2.0;9.0;38.0;1944.0;0.0;0.0;1.2650000000000001;1.0;0.0;7.0;14.0;3.0;540000.0;450000.0
4379;16/17;Jhonder Cádiz;12.793859310432293;12.793859310432293;190.0;21;Forward;right;11.0;1.0;1.0;16.0;403.0;0.0;0.0;0.64;0.0;0.0;2.0;7.0;0.0;360000.0;360000.0
4380;19/20;Jimmy Briand;14.180153671552183;14.403297222866392;183.0;34;Forward;right;26.0;1.0;8.0;26.0;1774.0;0.0;2.0;1.4233333333333331;0.0;0.0;6.0;6.0;1.0;1440000.0;1800000.0
4381;18/19;Jimmy Briand;14.626440774180603;14.626440774180603;183.0;33;Forward;right;46.0;4.0;11.0;47.0;3258.0;0.0;2.0;1.172;0.0;0.0;13.0;10.0;4.0;2250000.0;2250000.0
4382;17/18;Jimmy Briand;14.626440774180603;14.626440774180603;183.0;32;Forward;right;40.0;2.0;11.0;40.0;3337.0;0.0;3.0;0.9133333333333334;0.0;0.0;4.0;3.0;4.0;2250000.0;2250000.0
4383;16/17;Jimmy Briand;14.626440774180603;14.626440774180603;183.0;31;Forward;right;39.0;6.0;13.0;40.0;3232.0;0.0;3.0;1.845;0.0;0.0;5.0;4.0;3.0;2250000.0;2250000.0
4388;19/20;Joachim Andersen;16.48273876454623;16.70588231586044;192.0;23;Defender;right;30.0;0.0;2.0;43.0;2357.0;0.0;0.0;2.2025;0.0;0.0;1.0;4.0;4.0;14400000.0;18000000.0
4389;18/19;Joachim Andersen;16.929025867174648;16.70588231586044;192.0;22;Defender;right;34.0;0.0;0.0;36.0;3090.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;7.0;22500000.0;18000000.0
4390;17/18;Joachim Andersen;14.115615150414612;14.115615150414612;192.0;21;Defender;right;10.0;0.0;0.0;36.0;734.0;0.0;0.0;1.43;0.0;0.0;0.0;2.0;0.0;1350000.0;1350000.0
4391;16/17;Joachim Andersen;14.115615150414612;13.604789526648622;192.0;20;Defender;right;24.0;1.0;2.0;31.0;1994.0;0.0;0.0;0.635;0.0;1.0;3.0;1.0;2.0;1350000.0;810000.0
4392;19/20;Joan Jordán;16.384298691732976;16.600521800202614;185.0;25;Midfielder;right;32.0;3.0;2.0;33.0;2164.0;0.0;0.0;1.8566666666666667;0.0;0.0;14.0;6.0;6.0;13050000.0;16200000.0
4393;18/19;Joan Jordán;16.195056692094447;16.012735135300492;185.0;24;Midfielder;right;38.0;4.0;4.0;38.0;3012.0;0.0;0.0;0.89;0.0;0.0;7.0;5.0;11.0;10800000.0;9000000.0
4394;17/18;Joan Jordán;15.096444403426338;14.962913010801817;185.0;23;Midfielder;right;37.0;4.0;6.0;39.0;2564.0;0.0;1.0;0.7;0.0;1.0;6.0;10.0;2.0;3600000.0;3150000.0
4395;16/17;Joan Jordán;13.710150042306449;13.487006490992238;185.0;22;Midfielder;right;37.0;3.0;3.0;42.0;3142.0;0.0;0.0;1.05;0.0;0.0;7.0;0.0;5.0;900000.0;720000.0
4396;19/20;Joan Sastre;14.180153671552183;14.403297222866392;174.0;23;Defender;right;17.0;2.0;0.0;21.0;1411.0;0.0;0.0;1.185;0.0;0.0;4.0;0.0;5.0;1440000.0;1800000.0
4397;18/19;Joan Sastre;14.403297222866392;13.710150042306449;174.0;22;Defender;right;30.0;1.0;0.0;34.0;2551.0;1.0;0.0;1.0733333333333333;0.0;0.0;1.0;2.0;11.0;1800000.0;900000.0
4398;17/18;Joan Sastre;13.710150042306449;13.487006490992238;174.0;21;Defender;right;36.0;0.0;3.0;38.0;3254.0;0.0;0.0;1.343333333333333;0.0;1.0;0.0;0.0;12.0;900000.0;720000.0
4399;16/17;Joan Sastre;12.100712129872347;12.100712129872347;174.0;20;Defender;right;23.0;0.0;0.0;27.0;1730.0;0.0;0.0;1.39;0.0;0.0;1.0;5.0;6.0;180000.0;180000.0
4400;19/20;Joaquín Correa;17.127876725919815;17.347736202032834;188.0;25;Forward;right;27.0;4.0;8.0;29.0;1946.0;0.0;0.0;1.5899999999999999;0.0;0.0;7.0;6.0;0.0;27450000.0;34200000.0
4401;18/19;Joaquín Correa;16.70588231586044;16.275099399767985;188.0;24;Forward;right;44.0;6.0;9.0;46.0;2710.0;0.0;0.0;1.49;1.0;0.0;9.0;17.0;6.0;18000000.0;11700000.0
4402;17/18;Joaquín Correa;16.012735135300492;16.012735135300492;188.0;23;Forward;right;39.0;7.0;7.0;50.0;2606.0;0.0;0.0;1.9149999999999998;1.0;0.0;18.0;8.0;8.0;9000000.0;9000000.0
4403;16/17;Joaquín Correa;16.012735135300492;16.012735135300492;188.0;22;Forward;right;34.0;3.0;8.0;46.0;1759.0;0.0;0.0;1.2225000000000001;0.0;0.0;12.0;13.0;6.0;9000000.0;9000000.0
4404;19/20;Joaquín Fernández;14.585618779660347;14.808762330974558;190.0;23;Midfielder;left;15.0;0.0;1.0;21.0;1285.0;0.0;0.0;2.035;0.0;0.0;2.0;1.0;8.0;2160000.0;2700000.0
4405;18/19;Joaquín Fernández;14.808762330974558;13.710150042306449;190.0;22;Midfielder;left;19.0;0.0;1.0;31.0;1376.0;1.0;0.0;1.0566666666666666;0.0;0.0;1.0;4.0;2.0;2700000.0;900000.0
4406;17/18;Joaquín Fernández;13.710150042306449;13.353475098367715;190.0;21;Midfielder;left;36.0;0.0;0.0;37.0;3149.0;2.0;0.0;0.615;0.0;1.0;1.0;1.0;9.0;900000.0;630000.0
4407;16/17;Joaquín Fernández;13.199324418540456;12.793859310432293;190.0;20;Midfielder;left;36.0;2.0;0.0;36.0;3132.0;0.0;0.0;0.615;0.0;0.0;4.0;1.0;10.0;540000.0;360000.0
4408;19/20;Joaquín;14.180153671552183;14.403297222866392;181.0;38;Forward;right;28.0;2.0;10.0;30.0;1782.0;0.0;2.0;1.365;0.0;0.0;16.0;7.0;3.0;1440000.0;1800000.0
4409;18/19;Joaquín;14.403297222866392;13.017002861746503;181.0;37;Forward;right;43.0;3.0;7.0;46.0;2546.0;0.0;0.0;1.4366666666666665;0.0;0.0;17.0;17.0;7.0;1800000.0;450000.0
4410;17/18;Joaquín;13.017002861746503;13.017002861746503;181.0;36;Forward;right;36.0;9.0;4.0;36.0;2500.0;0.0;0.0;0.73;0.0;0.0;14.0;7.0;8.0;450000.0;450000.0
4411;16/17;Joaquín;13.017002861746503;13.710150042306449;181.0;35;Forward;right;29.0;4.0;3.0;32.0;1704.0;0.0;0.0;2.02;0.0;0.0;14.0;10.0;2.0;450000.0;900000.0
4412;19/20;Joe Gomez;17.22169548113747;17.447819660589815;188.0;22;Defender;right;34.0;0.0;0.0;44.0;2597.0;0.0;0.0;2.1942857142857144;0.0;0.0;1.0;7.0;6.0;30150000.0;37800000.0
4413;18/19;Joe Gomez;17.26549810379586;17.26549810379586;188.0;21;Defender;right;26.0;0.0;0.0;30.0;1644.0;0.0;0.0;2.433333333333333;0.0;0.0;2.0;8.0;3.0;31500000.0;31500000.0
4414;17/18;Joe Gomez;16.801192495664765;16.600521800202614;188.0;20;Defender;right;31.0;2.0;0.0;41.0;2463.0;0.0;0.0;1.952;0.0;1.0;1.0;4.0;3.0;19800000.0;16200000.0
4415;16/17;Joe Gomez;15.096444403426338;14.962913010801817;188.0;19;Defender;right;11.0;0.0;1.0;17.0;945.0;0.0;0.0;2.04;0.0;0.0;1.0;0.0;2.0;3600000.0;3150000.0
4424;19/20;Joel Matip;17.175885945106174;17.399029496420383;195.0;28;Defender;right;12.0;0.0;2.0;22.0;1002.0;0.0;0.0;1.35;0.0;0.0;1.0;2.0;0.0;28800000.0;36000000.0
4425;18/19;Joel Matip;17.111347423968603;16.70588231586044;195.0;27;Defender;right;31.0;1.0;1.0;43.0;2342.0;1.0;0.0;1.5166666666666666;0.0;0.0;0.0;5.0;6.0;27000000.0;18000000.0
4426;17/18;Joel Matip;16.929025867174648;16.929025867174648;195.0;26;Defender;right;35.0;0.0;1.0;36.0;2819.0;1.0;0.0;2.165;0.0;0.0;0.0;4.0;3.0;22500000.0;22500000.0
4427;16/17;Joel Matip;16.929025867174648;16.70588231586044;195.0;25;Defender;right;32.0;0.0;1.0;34.0;2725.0;0.0;0.0;2.0149999999999997;0.0;0.0;1.0;2.0;3.0;22500000.0;18000000.0
4432;19/20;Joel Ward;14.873300852112129;15.096444403426338;186.0;30;Defender;right;20.0;0.0;0.0;20.0;1573.0;0.0;0.0;1.25;0.0;0.0;3.0;2.0;3.0;2880000.0;3600000.0
4433;18/19;Joel Ward;15.096444403426338;15.096444403426338;186.0;29;Defender;right;12.0;0.0;1.0;38.0;939.0;0.0;0.0;2.57;0.0;0.0;0.0;2.0;1.0;3600000.0;3600000.0
4434;17/18;Joel Ward;15.319587954740548;15.319587954740548;186.0;28;Defender;right;20.0;1.0;0.0;25.0;1706.0;1.0;0.0;2.025;0.0;0.0;3.0;0.0;4.0;4500000.0;4500000.0
4435;16/17;Joel Ward;15.319587954740548;15.319587954740548;186.0;27;Defender;right;42.0;1.0;0.0;42.0;3778.0;0.0;0.0;0.8033333333333333;0.0;0.0;1.0;0.0;7.0;4500000.0;4500000.0
4436;19/20;Joelinton;16.70588231586044;16.929025867174648;186.0;23;Forward;right;34.0;4.0;3.0;34.0;2632.0;0.0;0.0;1.705;0.0;0.0;17.0;2.0;6.0;18000000.0;22500000.0
4437;18/19;Joelinton;17.26549810379586;17.26549810379586;186.0;22;Forward;right;35.0;9.0;11.0;35.0;2647.0;0.0;0.0;1.1766666666666665;0.0;0.0;11.0;5.0;6.0;31500000.0;31500000.0
4438;17/18;Joelinton;13.933293593620657;13.933293593620657;186.0;21;Forward;right;31.0;2.0;8.0;31.0;1967.0;0.0;1.0;2.205;1.0;0.0;8.0;9.0;6.0;1125000.0;1125000.0
4439;16/17;Joelinton;13.933293593620657;13.933293593620657;186.0;20;Forward;right;48.0;7.0;13.0;50.0;3404.0;0.0;1.0;1.62;0.0;1.0;14.0;10.0;9.0;1125000.0;1125000.0
4440;19/20;Johann Berg Gudmundsson;15.789591583986283;16.012735135300492;186.0;29;Forward;left;8.0;0.0;1.0;10.0;445.0;0.0;0.0;2.0;0.0;0.0;4.0;3.0;0.0;7200000.0;9000000.0
4441;18/19;Johann Berg Gudmundsson;16.012735135300492;16.012735135300492;186.0;28;Forward;left;36.0;7.0;3.0;38.0;2279.0;0.0;0.0;1.4;0.0;0.0;8.0;12.0;4.0;9000000.0;9000000.0
4442;17/18;Johann Berg Gudmundsson;16.012735135300492;15.096444403426338;186.0;27;Forward;left;38.0;8.0;2.0;39.0;3047.0;0.0;0.0;0.93;0.0;0.0;10.0;4.0;3.0;9000000.0;3600000.0
4443;16/17;Johann Berg Gudmundsson;14.626440774180603;14.626440774180603;186.0;26;Forward;left;24.0;3.0;1.0;28.0;1297.0;0.0;0.0;0.7933333333333333;0.0;0.0;9.0;10.0;1.0;2250000.0;2250000.0
4448;19/20;Johannes Eggestein;15.214227439082721;15.319587954740548;183.0;22;Forward;right;14.0;0.0;1.0;27.0;512.0;0.0;0.0;1.73;0.0;1.0;2.0;10.0;1.0;4050000.0;4500000.0
4449;18/19;Johannes Eggestein;16.012735135300492;15.725053062848712;183.0;21;Forward;right;28.0;3.0;5.0;35.0;1299.0;0.0;0.0;1.9849999999999999;0.0;0.0;13.0;14.0;0.0;9000000.0;6750000.0
4450;17/18;Johannes Eggestein;13.017002861746503;13.017002861746503;183.0;20;Forward;right;24.0;1.0;0.0;34.0;1269.0;0.0;0.0;1.4533333333333331;0.0;0.0;10.0;9.0;0.0;450000.0;450000.0
4451;16/17;Johannes Eggestein;12.793859310432293;12.793859310432293;183.0;19;Forward;right;16.0;0.0;3.0;16.0;1095.0;0.0;0.0;0.6;0.0;0.0;14.0;1.0;1.0;360000.0;360000.0
